word             ,Weight      ,type
evacuate         ,0.0         ,fear
deplorable       ,0.0         ,fear
hunting          ,0.0         ,fear
thorny           ,0.0         ,fear
attorney         ,0.0         ,fear
bearish          ,0.0         ,fear
alerts           ,0.0         ,fear
retaliation      ,0.0         ,fear
case             ,0.0         ,fear
plunder          ,0.0         ,fear
verdict          ,0.0         ,fear
bleeding         ,0.0         ,fear
forgotten        ,0.0         ,fear
stroke           ,0.0         ,fear
flog             ,0.0         ,fear
regiment         ,0.0         ,fear
graduation       ,0.0         ,fear
fright           ,0.0         ,fear
unstable         ,0.0         ,fear
desolation       ,0.0         ,fear
assassin         ,0.0         ,fear
senseless        ,0.0         ,fear
deterioration    ,0.0         ,fear
manipulation     ,0.0         ,fear
victim           ,0.0         ,fear
abhor            ,0.0         ,fear
disturbance      ,0.0         ,fear
sneaking         ,0.0         ,fear
intolerance      ,0.0         ,fear
atherosclerosis  ,0.0         ,fear
burial           ,0.0         ,fear
degrading        ,0.0         ,fear
hopeless         ,0.0         ,fear
rampage          ,0.0         ,fear
fugitive         ,0.0         ,fear
madman           ,0.0         ,fear
perish           ,0.0         ,fear
honest           ,0.0         ,fear
carcinoma        ,0.0         ,fear
contempt         ,0.0         ,fear
grieve           ,0.0         ,fear
infamous         ,0.0         ,fear
spasm            ,0.0         ,fear
cop              ,0.0         ,fear
hiss             ,0.0         ,fear
cholera          ,0.0         ,fear
intimately       ,0.0         ,fear
musket           ,0.0         ,fear
ware             ,0.0         ,fear
starvation       ,0.0         ,fear
tract            ,0.0         ,fear
fear             ,0.0         ,fear
peril            ,0.0         ,fear
bad              ,0.0         ,fear
imprisonment     ,0.0         ,fear
offender         ,0.0         ,fear
intolerant       ,0.0         ,fear
crazy            ,0.0         ,fear
insidious        ,0.0         ,fear
overthrow        ,0.0         ,fear
incest           ,0.0         ,fear
outcast          ,0.0         ,fear
lawlessness      ,0.0         ,fear
immerse          ,0.0         ,fear
jaws             ,0.0         ,fear
supremacy        ,0.0         ,fear
incite           ,0.0         ,fear
enmity           ,0.0         ,fear
foreigner        ,0.0         ,fear
manifestation    ,0.0         ,fear
convict          ,0.0         ,fear
shortage         ,0.0         ,fear
horrified        ,0.0         ,fear
prowl            ,0.0         ,fear
shipwreck        ,0.0         ,fear
ravine           ,0.0         ,fear
entangled        ,0.0         ,fear
retard           ,0.0         ,fear
embarrassment    ,0.0         ,fear
guard            ,0.0         ,fear
suffocation      ,0.0         ,fear
casualty         ,0.0         ,fear
outpost          ,0.0         ,fear
surgery          ,0.0         ,fear
wrangling        ,0.0         ,fear
angina           ,0.0         ,fear
elf              ,0.0         ,fear
gulp             ,0.0         ,fear
reprisal         ,0.0         ,fear
parachute        ,0.0         ,fear
torrent          ,0.0         ,fear
hood             ,0.0         ,fear
flu              ,0.0         ,fear
haze             ,0.0         ,fear
resign           ,0.0         ,fear
enigmatic        ,0.0         ,fear
smut             ,0.0         ,fear
straits          ,0.0         ,fear
synonymous       ,0.0         ,fear
heft             ,0.0         ,fear
harrowing        ,0.0         ,fear
victimized       ,0.0         ,fear
recesses         ,0.0         ,fear
turmoil          ,0.0         ,fear
malignant        ,0.0         ,fear
pained           ,0.0         ,fear
intruder         ,0.0         ,fear
militia          ,0.0         ,fear
nightmare        ,0.0         ,fear
captive          ,0.0         ,fear
burglar          ,0.0         ,fear
corrupting       ,0.0         ,fear
threaten         ,0.0         ,fear
affliction       ,0.0         ,fear
cadaver          ,0.0         ,fear
coerce           ,0.0         ,fear
sepsis           ,0.0         ,fear
bailiff          ,0.0         ,fear
dictator         ,0.0         ,fear
uncanny          ,0.0         ,fear
loom             ,0.0         ,fear
alienation       ,0.0         ,fear
treacherous      ,0.0         ,fear
serpent          ,0.0         ,fear
gnome            ,0.0         ,fear
iris             ,0.0         ,fear
dangerous        ,0.0         ,fear
infidel          ,0.0         ,fear
insulting        ,0.0         ,fear
defection        ,0.0         ,fear
dispossessed     ,0.0         ,fear
psychosis        ,0.0         ,fear
treat            ,0.0         ,fear
concealed        ,0.0         ,fear
pest             ,0.0         ,fear
curse            ,0.0         ,fear
comatose         ,0.0         ,fear
malice           ,0.0         ,fear
vulture          ,0.0         ,fear
appendicitis     ,0.0         ,fear
arsenic          ,0.0         ,fear
intercede        ,0.0         ,fear
cutter           ,0.0         ,fear
scapegoat        ,0.0         ,fear
fled             ,0.0         ,fear
jungle           ,0.0         ,fear
rekindle         ,0.0         ,fear
youth            ,0.0         ,fear
averse           ,0.0         ,fear
brute            ,0.0         ,fear
wimp             ,0.0         ,fear
hallucination    ,0.0         ,fear
impermeable      ,0.0         ,fear
rejects          ,0.0         ,fear
illegitimate     ,0.0         ,fear
conspiracy       ,0.0         ,fear
homeless         ,0.0         ,fear
indoctrination   ,0.0         ,fear
stigma           ,0.0         ,fear
sting            ,0.0         ,fear
blast            ,0.0         ,fear
rot              ,0.0         ,fear
communism        ,0.0         ,fear
gunpowder        ,0.0         ,fear
injury           ,0.0         ,fear
laxative         ,0.0         ,fear
butcher          ,0.0         ,fear
volcano          ,0.0         ,fear
hydrocephalus    ,0.0         ,fear
panic            ,0.0         ,fear
omnipotence      ,0.0         ,fear
tragedy          ,0.0         ,fear
samurai          ,0.0         ,fear
shiver           ,0.0         ,fear
mighty           ,0.0         ,fear
powerfully       ,0.0         ,fear
anarchy          ,0.0         ,fear
sorcery          ,0.0         ,fear
cyanide          ,0.0         ,fear
excite           ,0.0         ,fear
hanging          ,0.0         ,fear
legalized        ,0.0         ,fear
ghost            ,0.0         ,fear
mislead          ,0.0         ,fear
carnivorous      ,0.0         ,fear
dwarfed          ,0.0         ,fear
firearms         ,0.0         ,fear
guerilla         ,0.0         ,fear
rubble           ,0.0         ,fear
khan             ,0.0         ,fear
malignancy       ,0.0         ,fear
spike            ,0.0         ,fear
mug              ,0.0         ,fear
lava             ,0.0         ,fear
measles          ,0.0         ,fear
fierce           ,0.0         ,fear
dinosaur         ,0.0         ,fear
weighty          ,-0.11       ,fear
accident         ,-0.11       ,fear
injection        ,-0.11       ,fear
incase           ,-0.11       ,fear
suspense         ,-0.11       ,fear
shackle          ,-0.11       ,fear
teasing          ,-0.11       ,fear
unfriendly       ,-0.11       ,fear
forfeiture       ,-0.11       ,fear
destitute        ,-0.11       ,fear
wrongly          ,-0.11       ,fear
miscarriage      ,-0.11       ,fear
outsider         ,-0.11       ,fear
jealousy         ,-0.11       ,fear
procedure        ,-0.11       ,fear
validity         ,-0.11       ,fear
litigate         ,-0.11       ,fear
tactics          ,-0.11       ,fear
agonizing        ,-0.11       ,fear
alarming         ,-0.11       ,fear
threat           ,-0.11       ,fear
defend           ,-0.11       ,fear
demoralized      ,-0.11       ,fear
subversion       ,-0.11       ,fear
bottomless       ,-0.11       ,fear
demented         ,-0.11       ,fear
dire             ,-0.11       ,fear
malevolent       ,-0.11       ,fear
upheaval         ,-0.11       ,fear
defiance         ,-0.11       ,fear
enforce          ,-0.11       ,fear
harbinger        ,-0.11       ,fear
accuser          ,-0.11       ,fear
burdensome       ,-0.11       ,fear
darkened         ,-0.11       ,fear
illegality       ,-0.11       ,fear
advance          ,-0.11       ,fear
cupping          ,-0.11       ,fear
picket           ,-0.11       ,fear
cult             ,-0.11       ,fear
premeditated     ,-0.11       ,fear
revoke           ,-0.11       ,fear
belittle         ,-0.11       ,fear
coffin           ,-0.11       ,fear
retirement       ,-0.11       ,fear
mum              ,-0.11       ,fear
destination      ,-0.11       ,fear
toothache        ,-0.11       ,fear
punch            ,-0.11       ,fear
spinster         ,-0.11       ,fear
hostage          ,-0.11       ,fear
dreadfully       ,-0.11       ,fear
devastation      ,-0.11       ,fear
lace             ,-0.11       ,fear
tribulation      ,-0.11       ,fear
evasion          ,-0.11       ,fear
dishonor         ,-0.11       ,fear
contraband       ,-0.11       ,fear
grim             ,-0.11       ,fear
wrecked          ,-0.11       ,fear
accidental       ,-0.11       ,fear
plummet          ,-0.11       ,fear
repression       ,-0.11       ,fear
slavery          ,-0.11       ,fear
abominable       ,-0.11       ,fear
stifled          ,-0.11       ,fear
pain             ,-0.11       ,fear
constrain        ,-0.11       ,fear
regulatory       ,-0.11       ,fear
rule             ,-0.11       ,fear
infirmity        ,-0.11       ,fear
abandoned        ,-0.11       ,fear
cleave           ,-0.11       ,fear
raptors          ,-0.11       ,fear
banger           ,-0.11       ,fear
syncope          ,-0.11       ,fear
creature         ,-0.11       ,fear
wound            ,-0.11       ,fear
scrapie          ,-0.11       ,fear
cove             ,-0.11       ,fear
whirlpool        ,-0.11       ,fear
cartridge        ,-0.11       ,fear
interviewer      ,-0.11       ,fear
journey          ,-0.11       ,fear
buzz             ,-0.11       ,fear
perjury          ,-0.11       ,fear
banish           ,-0.11       ,fear
hearing          ,-0.11       ,fear
locust           ,-0.11       ,fear
endangered       ,-0.11       ,fear
criminal         ,-0.11       ,fear
hysteria         ,-0.11       ,fear
spook            ,-0.11       ,fear
frantic          ,-0.11       ,fear
anxiety          ,-0.11       ,fear
debacle          ,-0.11       ,fear
disintegrate     ,-0.11       ,fear
fearfully        ,-0.11       ,fear
punishing        ,-0.11       ,fear
dissident        ,-0.11       ,fear
armored          ,-0.11       ,fear
diseased         ,-0.11       ,fear
depreciation     ,-0.11       ,fear
hemorrhage       ,-0.11       ,fear
fiend            ,-0.11       ,fear
haunted          ,-0.11       ,fear
vigilant         ,-0.11       ,fear
thrill           ,-0.11       ,fear
projectiles      ,-0.11       ,fear
torment          ,-0.11       ,fear
infliction       ,-0.11       ,fear
plague           ,-0.11       ,fear
ransom           ,-0.11       ,fear
appalling        ,-0.11       ,fear
mutiny           ,-0.11       ,fear
infanticide      ,-0.11       ,fear
overpowering     ,-0.11       ,fear
cane             ,-0.11       ,fear
biopsy           ,-0.11       ,fear
intelligence     ,-0.11       ,fear
varicella        ,-0.11       ,fear
lawyer           ,-0.11       ,fear
counsellor       ,-0.11       ,fear
highest          ,-0.11       ,fear
sectarian        ,-0.11       ,fear
sly              ,-0.11       ,fear
stealing         ,-0.11       ,fear
possessed        ,-0.11       ,fear
campaigning      ,-0.11       ,fear
mage             ,-0.11       ,fear
dashed           ,-0.11       ,fear
descent          ,-0.11       ,fear
owing            ,-0.11       ,fear
q                ,-0.11       ,fear
cowardice        ,-0.11       ,fear
startle          ,-0.11       ,fear
misery           ,-0.11       ,fear
distressing      ,-0.11       ,fear
frightened       ,-0.11       ,fear
hazard           ,-0.11       ,fear
indifference     ,-0.11       ,fear
warning          ,-0.11       ,fear
shudder          ,-0.11       ,fear
persecution      ,-0.11       ,fear
glare            ,-0.11       ,fear
indefensible     ,-0.11       ,fear
mournful         ,-0.11       ,fear
pneumonia        ,-0.11       ,fear
asylum           ,-0.11       ,fear
impotence        ,-0.11       ,fear
precipice        ,-0.11       ,fear
reckless         ,-0.11       ,fear
scalpel          ,-0.11       ,fear
carcass          ,-0.11       ,fear
intense          ,-0.11       ,fear
cutthroat        ,-0.11       ,fear
punitive         ,-0.11       ,fear
suicidal         ,-0.11       ,fear
cardiomyopathy   ,-0.11       ,fear
refutation       ,-0.11       ,fear
settlor          ,-0.11       ,fear
soulless         ,-0.11       ,fear
weirdo           ,-0.11       ,fear
blockade         ,-0.11       ,fear
illicit          ,-0.11       ,fear
fatal            ,-0.11       ,fear
chaff            ,-0.11       ,fear
terminal         ,-0.11       ,fear
cross            ,-0.11       ,fear
dart             ,-0.11       ,fear
alcoholism       ,-0.11       ,fear
harmful          ,-0.11       ,fear
penetration      ,-0.11       ,fear
paralysis        ,-0.11       ,fear
enemy            ,-0.11       ,fear
scarecrow        ,-0.11       ,fear
skid             ,-0.11       ,fear
blackmail        ,-0.11       ,fear
despotism        ,-0.11       ,fear
downfall         ,-0.11       ,fear
exclusion        ,-0.11       ,fear
inmate           ,-0.11       ,fear
talons           ,-0.11       ,fear
inflict          ,-0.11       ,fear
ill              ,-0.11       ,fear
hawk             ,-0.11       ,fear
dominate         ,-0.11       ,fear
unknown          ,-0.11       ,fear
punished         ,-0.11       ,fear
mortgagor        ,-0.11       ,fear
bee              ,-0.11       ,fear
cracked          ,-0.11       ,fear
fang             ,-0.11       ,fear
obi              ,-0.11       ,fear
gash             ,-0.11       ,fear
perilous         ,-0.11       ,fear
rebellion        ,-0.11       ,fear
intrusion        ,-0.11       ,fear
virulence        ,-0.11       ,fear
martyr           ,-0.11       ,fear
bigot            ,-0.11       ,fear
bigoted          ,-0.11       ,fear
hurricane        ,-0.11       ,fear
dislocated       ,-0.11       ,fear
infarct          ,-0.11       ,fear
eventuality      ,-0.11       ,fear
endocarditis     ,-0.11       ,fear
buck             ,-0.11       ,fear
spank            ,-0.11       ,fear
veer             ,-0.11       ,fear
dike             ,-0.11       ,fear
swamp            ,-0.11       ,fear
fearless         ,-0.11       ,fear
puma             ,-0.11       ,fear
toughness        ,-0.11       ,fear
coyote           ,-0.11       ,fear
weight           ,-0.11       ,fear
cannon           ,-0.11       ,fear
blues            ,-0.11       ,fear
insolvent        ,-0.22       ,fear
suspension       ,-0.22       ,fear
repent           ,-0.22       ,fear
collapse         ,-0.22       ,fear
irreparable      ,-0.22       ,fear
throb            ,-0.22       ,fear
mortification    ,-0.22       ,fear
deserted         ,-0.22       ,fear
probation        ,-0.22       ,fear
heathen          ,-0.22       ,fear
delay            ,-0.22       ,fear
tumour           ,-0.22       ,fear
eviction         ,-0.22       ,fear
foreclose        ,-0.22       ,fear
defenseless      ,-0.22       ,fear
barricade        ,-0.22       ,fear
contaminated     ,-0.22       ,fear
combative        ,-0.22       ,fear
aftermath        ,-0.22       ,fear
mortgage         ,-0.22       ,fear
odious           ,-0.22       ,fear
armor            ,-0.22       ,fear
reluctant        ,-0.22       ,fear
dissolution      ,-0.22       ,fear
interrogation    ,-0.22       ,fear
repellant        ,-0.22       ,fear
sickness         ,-0.22       ,fear
excitation       ,-0.22       ,fear
smuggler         ,-0.22       ,fear
chicken          ,-0.22       ,fear
absence          ,-0.22       ,fear
forewarned       ,-0.22       ,fear
illness          ,-0.22       ,fear
nether           ,-0.22       ,fear
whimper          ,-0.22       ,fear
seize            ,-0.22       ,fear
disgust          ,-0.22       ,fear
frenzied         ,-0.22       ,fear
unthinkable      ,-0.22       ,fear
seclusion        ,-0.22       ,fear
anomaly          ,-0.22       ,fear
bloodshed        ,-0.22       ,fear
deflation        ,-0.22       ,fear
grope            ,-0.22       ,fear
repellent        ,-0.22       ,fear
ominous          ,-0.22       ,fear
revenge          ,-0.22       ,fear
shatter          ,-0.22       ,fear
accusing         ,-0.22       ,fear
unlucky          ,-0.22       ,fear
swim             ,-0.22       ,fear
confessional     ,-0.22       ,fear
opposed          ,-0.22       ,fear
lawsuit          ,-0.22       ,fear
destroyed        ,-0.22       ,fear
disease          ,-0.22       ,fear
confidence       ,-0.22       ,fear
dominant         ,-0.22       ,fear
stingy           ,-0.22       ,fear
halting          ,-0.22       ,fear
sentence         ,-0.22       ,fear
react            ,-0.22       ,fear
escape           ,-0.22       ,fear
lonely           ,-0.22       ,fear
sinner           ,-0.22       ,fear
wasting          ,-0.22       ,fear
romance          ,-0.22       ,fear
adder            ,-0.22       ,fear
tremor           ,-0.22       ,fear
uneasy           ,-0.22       ,fear
unsafe           ,-0.22       ,fear
contagion        ,-0.22       ,fear
raving           ,-0.22       ,fear
reject           ,-0.22       ,fear
nefarious        ,-0.22       ,fear
feeling          ,-0.22       ,fear
fortress         ,-0.22       ,fear
cautionary       ,-0.22       ,fear
disapprove       ,-0.22       ,fear
detainee         ,-0.22       ,fear
fury             ,-0.22       ,fear
uphill           ,-0.22       ,fear
busted           ,-0.22       ,fear
cabal            ,-0.22       ,fear
auditor          ,-0.22       ,fear
endless          ,-0.22       ,fear
sneak            ,-0.22       ,fear
unruly           ,-0.22       ,fear
blight           ,-0.22       ,fear
immigrant        ,-0.22       ,fear
disreputable     ,-0.22       ,fear
default          ,-0.22       ,fear
conspire         ,-0.22       ,fear
dependence       ,-0.22       ,fear
medical          ,-0.22       ,fear
scold            ,-0.22       ,fear
waver            ,-0.22       ,fear
exigent          ,-0.22       ,fear
problem          ,-0.22       ,fear
answer           ,-0.22       ,fear
oppression       ,-0.22       ,fear
alarm            ,-0.22       ,fear
consternation    ,-0.22       ,fear
darken           ,-0.22       ,fear
vertigo          ,-0.22       ,fear
unholy           ,-0.22       ,fear
jarring          ,-0.22       ,fear
misfortune       ,-0.22       ,fear
intrusive        ,-0.22       ,fear
hurtful          ,-0.22       ,fear
accursed         ,-0.22       ,fear
encumbrance      ,-0.22       ,fear
helplessness     ,-0.22       ,fear
ailing           ,-0.22       ,fear
loss             ,-0.22       ,fear
troublesome      ,-0.22       ,fear
woe              ,-0.22       ,fear
eradication      ,-0.22       ,fear
encroachment     ,-0.22       ,fear
hideous          ,-0.22       ,fear
madden           ,-0.22       ,fear
possession       ,-0.22       ,fear
poaching         ,-0.22       ,fear
displaced        ,-0.22       ,fear
sin              ,-0.22       ,fear
god              ,-0.22       ,fear
decay            ,-0.22       ,fear
endemic          ,-0.22       ,fear
operation        ,-0.22       ,fear
sunk             ,-0.22       ,fear
dismissal        ,-0.22       ,fear
hypertrophy      ,-0.22       ,fear
bankruptcy       ,-0.22       ,fear
marry            ,-0.22       ,fear
kerosene         ,-0.22       ,fear
unkind           ,-0.22       ,fear
adverse          ,-0.22       ,fear
noxious          ,-0.22       ,fear
repulsion        ,-0.22       ,fear
conspirator      ,-0.22       ,fear
cur              ,-0.22       ,fear
cowardly         ,-0.22       ,fear
inequality       ,-0.22       ,fear
lion             ,-0.22       ,fear
squall           ,-0.22       ,fear
malaria          ,-0.22       ,fear
fever            ,-0.22       ,fear
collusion        ,-0.22       ,fear
battlefield      ,-0.22       ,fear
crash            ,-0.22       ,fear
gallows          ,-0.22       ,fear
government       ,-0.22       ,fear
anarchist        ,-0.22       ,fear
derogatory       ,-0.22       ,fear
prosecute        ,-0.22       ,fear
depraved         ,-0.22       ,fear
exile            ,-0.22       ,fear
mercenary        ,-0.22       ,fear
delusion         ,-0.22       ,fear
cursed           ,-0.22       ,fear
scaffold         ,-0.22       ,fear
stranger         ,-0.22       ,fear
cyst             ,-0.22       ,fear
antichrist       ,-0.22       ,fear
anaconda         ,-0.22       ,fear
despairing       ,-0.33       ,fear
scarce           ,-0.33       ,fear
displeased       ,-0.33       ,fear
cloudiness       ,-0.33       ,fear
contentious      ,-0.33       ,fear
growl            ,-0.33       ,fear
alertness        ,-0.33       ,fear
ineptitude       ,-0.33       ,fear
tumult           ,-0.33       ,fear
undecided        ,-0.33       ,fear
incrimination    ,-0.33       ,fear
obstacle         ,-0.33       ,fear
change           ,-0.33       ,fear
surrender        ,-0.33       ,fear
reticent         ,-0.33       ,fear
verge            ,-0.33       ,fear
birth            ,-0.33       ,fear
ulcer            ,-0.33       ,fear
prognosis        ,-0.33       ,fear
restrain         ,-0.33       ,fear
rating           ,-0.33       ,fear
newcomer         ,-0.33       ,fear
stillness        ,-0.33       ,fear
apprehension     ,-0.33       ,fear
confine          ,-0.33       ,fear
neurotic         ,-0.33       ,fear
unsteady         ,-0.33       ,fear
flinch           ,-0.33       ,fear
hopelessness     ,-0.33       ,fear
suspect          ,-0.33       ,fear
undesirable      ,-0.33       ,fear
vehement         ,-0.33       ,fear
shady            ,-0.33       ,fear
failing          ,-0.33       ,fear
pernicious       ,-0.33       ,fear
squeamish        ,-0.33       ,fear
ethereal         ,-0.33       ,fear
diagnosis        ,-0.33       ,fear
unemployed       ,-0.33       ,fear
discipline       ,-0.33       ,fear
divorce          ,-0.33       ,fear
urgency          ,-0.33       ,fear
battled          ,-0.33       ,fear
abyss            ,-0.33       ,fear
turbulent        ,-0.33       ,fear
illegal          ,-0.33       ,fear
deteriorate      ,-0.33       ,fear
shrink           ,-0.33       ,fear
sickening        ,-0.33       ,fear
accused          ,-0.33       ,fear
defy             ,-0.33       ,fear
scarcity         ,-0.33       ,fear
chasm            ,-0.33       ,fear
sufferer         ,-0.33       ,fear
invade           ,-0.33       ,fear
unequal          ,-0.33       ,fear
prevent          ,-0.33       ,fear
surprise         ,-0.33       ,fear
watch            ,-0.33       ,fear
fragile          ,-0.33       ,fear
disabled         ,-0.33       ,fear
crouching        ,-0.33       ,fear
freakish         ,-0.33       ,fear
rabble           ,-0.33       ,fear
rob              ,-0.33       ,fear
wan              ,-0.33       ,fear
misconception    ,-0.33       ,fear
paralyzed        ,-0.33       ,fear
scare            ,-0.33       ,fear
concealment      ,-0.33       ,fear
foe              ,-0.33       ,fear
frigate          ,-0.33       ,fear
hooded           ,-0.33       ,fear
failure          ,-0.33       ,fear
hostile          ,-0.33       ,fear
perverse         ,-0.33       ,fear
exacerbation     ,-0.33       ,fear
isolated         ,-0.33       ,fear
plunge           ,-0.33       ,fear
injure           ,-0.33       ,fear
taboo            ,-0.33       ,fear
timid            ,-0.33       ,fear
bang             ,-0.33       ,fear
cautiously       ,-0.33       ,fear
thirteenth       ,-0.33       ,fear
withstand        ,-0.33       ,fear
plea             ,-0.33       ,fear
homework         ,-0.33       ,fear
remove           ,-0.33       ,fear
prick            ,-0.33       ,fear
foreboding       ,-0.33       ,fear
impending        ,-0.33       ,fear
insecurity       ,-0.33       ,fear
confinement      ,-0.33       ,fear
conflict         ,-0.33       ,fear
bane             ,-0.33       ,fear
coercion         ,-0.33       ,fear
crushed          ,-0.33       ,fear
ghetto           ,-0.33       ,fear
subvert          ,-0.33       ,fear
plight           ,-0.33       ,fear
remains          ,-0.33       ,fear
infection        ,-0.33       ,fear
vanished         ,-0.33       ,fear
incurable        ,-0.33       ,fear
crushing         ,-0.33       ,fear
holiness         ,-0.33       ,fear
arraignment      ,-0.33       ,fear
court            ,-0.33       ,fear
defendant        ,-0.33       ,fear
blackness        ,-0.33       ,fear
instinctive      ,-0.33       ,fear
bitch            ,-0.33       ,fear
aga              ,-0.33       ,fear
forced           ,-0.33       ,fear
quail            ,-0.33       ,fear
intrigue         ,-0.44       ,fear
loneliness       ,-0.44       ,fear
stealthy         ,-0.44       ,fear
stunned          ,-0.44       ,fear
grave            ,-0.44       ,fear
concerned        ,-0.44       ,fear
helpless         ,-0.44       ,fear
warden           ,-0.44       ,fear
adrift           ,-0.44       ,fear
unjustifiable    ,-0.44       ,fear
subordinate      ,-0.44       ,fear
revulsion        ,-0.44       ,fear
adversity        ,-0.44       ,fear
bewildered       ,-0.44       ,fear
evade            ,-0.44       ,fear
irrational       ,-0.44       ,fear
oppress          ,-0.44       ,fear
enslaved         ,-0.44       ,fear
penal            ,-0.44       ,fear
shame            ,-0.44       ,fear
lament           ,-0.44       ,fear
jeopardy         ,-0.44       ,fear
injured          ,-0.44       ,fear
policeman        ,-0.44       ,fear
censor           ,-0.44       ,fear
lose             ,-0.44       ,fear
knell            ,-0.44       ,fear
risk             ,-0.44       ,fear
distress         ,-0.44       ,fear
mysterious       ,-0.44       ,fear
jeopardize       ,-0.44       ,fear
confusion        ,-0.44       ,fear
formidable       ,-0.44       ,fear
seizure          ,-0.44       ,fear
disallowed       ,-0.44       ,fear
steal            ,-0.44       ,fear
difficulty       ,-0.44       ,fear
escaped          ,-0.44       ,fear
quake            ,-0.44       ,fear
swerve           ,-0.44       ,fear
unexpected       ,-0.44       ,fear
obey             ,-0.44       ,fear
aghast           ,-0.44       ,fear
opium            ,-0.44       ,fear
warned           ,-0.44       ,fear
aversion         ,-0.44       ,fear
devastating      ,-0.44       ,fear
forbidding       ,-0.44       ,fear
tearful          ,-0.44       ,fear
vulnerability    ,-0.44       ,fear
abandonment      ,-0.44       ,fear
heighten         ,-0.44       ,fear
hunter           ,-0.44       ,fear
resistant        ,-0.44       ,fear
restriction      ,-0.44       ,fear
hurt             ,-0.44       ,fear
sag              ,-0.44       ,fear
speculation      ,-0.44       ,fear
neurosis         ,-0.44       ,fear
warn             ,-0.44       ,fear
revolting        ,-0.44       ,fear
moan             ,-0.44       ,fear
quandary         ,-0.44       ,fear
police           ,-0.44       ,fear
purge            ,-0.44       ,fear
nervous          ,-0.44       ,fear
indictment       ,-0.44       ,fear
prisoner         ,-0.44       ,fear
wilderness       ,-0.44       ,fear
lifeless         ,-0.44       ,fear
warrior          ,-0.44       ,fear
fainting         ,-0.44       ,fear
condemnation     ,-0.44       ,fear
anathema         ,-0.44       ,fear
shrill           ,-0.44       ,fear
standoff         ,-0.44       ,fear
inflation        ,-0.44       ,fear
pessimism        ,-0.56       ,fear
retrenchment     ,-0.56       ,fear
uncertain        ,-0.56       ,fear
urgent           ,-0.56       ,fear
seriousness      ,-0.56       ,fear
jail             ,-0.56       ,fear
hiding           ,-0.56       ,fear
difficult        ,-0.56       ,fear
pare             ,-0.56       ,fear
cringe           ,-0.56       ,fear
fraught          ,-0.56       ,fear
tumultuous       ,-0.56       ,fear
intimidation     ,-0.56       ,fear
unsettled        ,-0.56       ,fear
incarceration    ,-0.56       ,fear
indict           ,-0.56       ,fear
risky            ,-0.56       ,fear
shaking          ,-0.56       ,fear
haunt            ,-0.56       ,fear
dread            ,-0.56       ,fear
avoiding         ,-0.56       ,fear
flounder         ,-0.56       ,fear
anxious          ,-0.56       ,fear
struggle         ,-0.56       ,fear
infectious       ,-0.56       ,fear
paranoia         ,-0.56       ,fear
darkness         ,-0.56       ,fear
omen             ,-0.56       ,fear
interrogate      ,-0.67       ,fear
timidity         ,-0.67       ,fear
flee             ,-0.67       ,fear
admonition       ,-0.67       ,fear
sorrow           ,-0.67       ,fear
avoidance        ,-0.67       ,fear
restrained       ,-0.67       ,fear
confession       ,-0.67       ,fear
discourage       ,-0.67       ,fear
pessimist        ,-0.67       ,fear
depreciated      ,-0.67       ,fear
falter           ,-0.67       ,fear
precarious       ,-0.67       ,fear
discontent       ,-0.67       ,fear
wary             ,-0.67       ,fear
discontinuity    ,-0.67       ,fear
apprehend        ,-0.67       ,fear
rejection        ,-0.67       ,fear
suppression      ,-0.67       ,fear
shaky            ,-0.67       ,fear
confined         ,-0.67       ,fear
ultimatum        ,-0.67       ,fear
cautious         ,-0.67       ,fear
trepidation      ,-0.67       ,fear
mistrust         ,-0.67       ,fear
nervousness      ,-0.67       ,fear
examination      ,-0.67       ,fear
sweat            ,-0.67       ,fear
bondage          ,-0.67       ,fear
fret             ,-0.67       ,fear
avoid            ,-0.67       ,fear
dubious          ,-0.67       ,fear
blindfold        ,-0.67       ,fear
beware           ,-0.67       ,fear
intimidate       ,-0.67       ,fear
predicament      ,-0.67       ,fear
defense          ,-0.78       ,fear
suffocating      ,-0.78       ,fear
doubt            ,-0.78       ,fear
insecure         ,-0.78       ,fear
suppress         ,-0.78       ,fear
caution          ,-0.78       ,fear
depressed        ,-0.78       ,fear
powerless        ,-0.78       ,fear
bewilderment     ,-0.78       ,fear
wince            ,-0.78       ,fear
distrust         ,-0.78       ,fear
suspicion        ,-0.78       ,fear
dismay           ,-0.78       ,fear
weakly           ,-0.78       ,fear
impeach          ,-0.78       ,fear
deprivation      ,-0.78       ,fear
constraint       ,-0.89       ,fear
instability      ,-0.89       ,fear
apprehensive     ,-0.89       ,fear
worry            ,-0.89       ,fear
worrying         ,-1.0        ,fear
hesitation       ,-1.0        ,fear
boisterous       ,1.0         ,joy
climax           ,1.0         ,joy
celebration      ,0.8         ,joy
fervor           ,0.8         ,joy
kiss             ,0.8         ,joy
sensuous         ,0.8         ,joy
thrill           ,0.8         ,joy
magnificent      ,0.6         ,joy
sensational      ,0.6         ,joy
deliverance      ,0.6         ,joy
enliven          ,0.6         ,joy
glimmer          ,0.6         ,joy
overjoyed        ,0.6         ,joy
sparkle          ,0.6         ,joy
banquet          ,0.6         ,joy
celebrated       ,0.6         ,joy
celebrating      ,0.6         ,joy
cheer            ,0.6         ,joy
erotic           ,0.6         ,joy
exalted          ,0.6         ,joy
excite           ,0.6         ,joy
fanfare          ,0.6         ,joy
